CIK,average_gross_margin_pre,average_net_margin_pre,average_operating_margin_pre,average_revenue_growth_pre,baseline_assets,baseline_market_cap_if_available,baseline_revenue,bnpl_control_status,bnpl_verification_summary,broad_bnpl_category,candidate_id,candidate_screening_status,candidate_source,candidate_source_url,cash_to_assets_pre,category_confidence,company_name,companyfacts_status,detailed_bnpl_category,equity_to_assets_pre,exchange,expanded_control_sample,gross_margin_pretrend,inventory_to_assets_pre,leverage_pre,limited_history_pre,log_assets_2019,log_revenue_2019,manual_review_required,match_distance,match_quality,match_rank,matched_treated_CIK,matched_treated_company,operating_margin_pretrend,pre_observation_count,preferred_control_sample,revenue_cagr_pre,revenue_pretrend,sec_universe_rank,sga_to_revenue_pre,sic_code,sic_description,size_bucket,size_bucket_basis,strict_control_sample,ticker
0001636519,,-0.03283545016377021,-0.06065129501791212,0.13754963310766796,3763551000.0,,1631068000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/eJ/cir3,cc,nc/-ooVmxB9OlPzBcewmec-cfwYTQs.css?or=w",Entertainment,CTRL_CAND_0076,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.2886561122726914,MEDIUM,Madison Square Garden Sports Corp.,cache,Gaming & Entertainment,0.6962839084683587,NYSE,True,,,0.28089535653960845,False,22.048628763562668,21.21250085192956,True,1.0554969952160358,LOW,1,0001397187,lululemon athletica inc.,-0.0019849801935377777,16,True,0.13507709650820465,0.03413658732573539,695,0.3129599666416405,7990,Services-Miscellaneous Amusement & Recreation,Small-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,MSGS
0001411207,0.5124402292479222,0.2259338542097802,0.318956776710773,0.16641573992911973,4450000000.0,,2698000000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/fd/cir3,cc,nc/WTKNvHzqziTEsCD58MJtjs7bzWc.css?or=w",Automotive,CTRL_CAND_0077,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.043146067415730335,MEDIUM,Allison Transmission Holdings Inc,cache,Automotive,0.1755056179775281,NYSE,True,0.0034997228398282653,0.044719101123595506,0.8244943820224719,False,22.21616993312456,21.715776594731974,True,1.068102582800795,LOW,1,0001579298,"Burlington Stores, Inc.",0.007289618703394769,19,True,0.07963414114124068,0.025257532435377303,696,0.15086820381440363,3714,Motor Vehicle Parts & Accessories,Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,ALSN
0000703351,0.7441448717871666,0.04432321666446896,0.07497808525358342,-0.01532844957891578,1258300000.0,,2301400000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gS/cc,nc/_huiPba-9XiYDf9Vd8j9EoLtXL4.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Entertainment,CTRL_CAND_0078,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.010649288722880077,LOW,"BRINKER INTERNATIONAL, INC",cache,Gaming & Entertainment,-0.6184534689660653,NYSE,True,-0.00029892343944526364,0.01843757450528491,,False,20.953027440562195,21.556783470353633,True,2.65,REVIEW,1,0001670076,"Frontier Group Holdings, Inc.",-0.002490417783229242,17,True,-0.10935824813794748,-0.0008052170137833428,710,0.0,5812,Retail-Eating Places,Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,EAT
0001034670,0.1967178536456406,0.04546314592168257,0.0776179407006929,-0.03705388790480031,6771200000.0,,8547600000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Automotive,CTRL_CAND_0079,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.06567521266540642,MEDIUM,AUTOLIV INC,cache,Automotive,0.31149574669187147,NYSE,True,-0.0008875558329377991,0.10941930529300567,,False,22.635944160748146,22.868916378736582,True,3.4,REVIEW,1,0001792789,"DoorDash, Inc.",0.0005105046404820084,19,True,-0.017407488865912257,-0.005162613759372991,716,0.049212121212121214,3714,Motor Vehicle Parts & Accessories,Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,ALV
0000775158,,,,,,,,BNPL_EVIDENCE_FOUND,Candidate matched current BNPL merchant/public-parent data.,Automotive,CTRL_CAND_0080,excluded_bnpl_or_review,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,,MEDIUM,OSHKOSH CORP,,Automotive,,NYSE,False,,,,,,,True,,,,,,,,False,,,723,,3711,Motor Vehicles & Passenger Car Bodies,,,False,OSK
0002078416,,,,,,,,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/eJ/cir3,cc,nc/-ooVmxB9OlPzBcewmec-cfwYTQs.css?or=w",Entertainment,CTRL_CAND_0081,excluded_insufficient_pre_financials,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,,MEDIUM,"Liberty Live Holdings, Inc.",cache,Gaming & Entertainment,,Nasdaq,False,,,,,,,True,,,,,,,,False,,,725,,7900,Services-Amusement & Recreation Services,,,False,LLYVA
0000913290,,,,,3697818000.0,,,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/fn/cir3,cc,nc/qYkYtW4ptUTHO5TVR_F3o3iRdIs.css?or=w",Entertainment,CTRL_CAND_0082,excluded_insufficient_pre_financials,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.04711508246214389,LOW,Frontline plc,cache,Gaming & Entertainment,0.40834243329444553,NYSE,False,,0.018027928902936814,0.5915948270033842,True,22.031008752907887,,True,,,,,,,0,False,,,726,,4412,Deep Sea Foreign Transportation of Freight,Unclassified,FY2019 revenue proxy; historical market cap not constructed,False,FRO
0001023128,0.15165066540995398,0.022788083265404765,0.039204288681814206,0.13927351559389262,6083900000.0,,9403800000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Automotive,CTRL_CAND_0083,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.01380693305281152,HIGH,LITHIA MOTORS INC,cache,Automotive,0.24124328144775556,NYSE,True,0.00016243575122057362,0.400023011555088,0.7587567185522445,False,22.528911774653476,22.96437969985235,True,3.4,REVIEW,1,0001846576,"FIGS, Inc.",2.723175936525292e-05,19,True,0.045710552558055007,0.03282230417471259,742,0.1174154333953655,5500,Retail-Auto Dealers & Gasoline Stations,Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,True,LAD
0001513761,,,0.17366749749696433,0.10947651115002288,16684599000.0,,,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Entertainment,CTRL_CAND_0084,excluded_insufficient_pre_financials,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.0151562527813824,LOW,Norwegian Cruise Line Holdings Ltd.,cache,Gaming & Entertainment,0.3905145697538191,NYSE,False,,0.005719466197539419,0.609485430246181,False,23.537751915297857,,True,,,,,,0.0026289428590665883,13,False,0.11441185529898834,0.024684888826790704,743,0.39562047112687826,4400,Water Transportation,Unclassified,FY2019 revenue proxy; historical market cap not constructed,False,NCLH
0001639438,,,,,,,,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Entertainment,CTRL_CAND_0085,excluded_insufficient_pre_financials,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,,LOW,"CAVA GROUP, INC.",cache,Gaming & Entertainment,,NYSE,False,,,,,,,True,,,,,,,,False,,,790,,5812,Retail-Eating Places,,,False,CAVA
0001341766,0.41361568482575417,-0.09849175199016051,-0.15997979410919574,0.49896180430748477,90382236.0,,75146546.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/eJ/cir3,cc,nc/-ooVmxB9OlPzBcewmec-cfwYTQs.css?or=w",Automotive,CTRL_CAND_0086,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,,MEDIUM,"Celsius Holdings, Inc.",cache,Automotive,0.7021179360953186,Nasdaq,True,-0.001269422931262061,0.1691964004962214,0.29788206390468147,False,18.319558301628103,18.134950711696487,True,1.2550182675811756,LOW,1,0001701758,Lovesac Co,0.013343895955067986,13,True,0.4415041507693904,0.09787460090748853,802,0.0,2086,Bottled & Canned Soft Drinks & Carbonated Waters,Micro-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,CELH
0001529192,,,,,6978465000.0,,,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/eT/cir3,cc,nc/ZNlEaxLrmuWEflDP-KwkyUROBrA.css?or=w",Apparel & Personal Care,CTRL_CAND_0087,excluded_insufficient_pre_financials,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.13531170536787102,LOW,Vipshop Holdings Ltd,cache,Clothing & Accessories,0.44927860209945886,NYSE,False,,0.1586634023384799,0.542024069763193,True,22.66609481549594,,True,,,,,,,0,False,,,806,,5961,Retail-Catalog & Mail-Order Houses,Unclassified,FY2019 revenue proxy; historical market cap not constructed,False,VIPS
0001836833,,,,,,,,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Electronics & Technology,CTRL_CAND_0088,excluded_insufficient_pre_financials,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,,LOW,Planet Labs PBC,cache,Phones & Smartwatches,,NYSE,False,,,,,,,True,,,,,,,,False,,,809,,3663,Radio & Tv Broadcasting & Communications Equipment,,,False,PL
0001913510,,,,,,,,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/ez/cir3,cc,nc/ITQ79_h8jq-eoIeRkdWbxDW7IbQ.css?or=w",Automotive,CTRL_CAND_0089,excluded_insufficient_pre_financials,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,,MEDIUM,VinFast Auto Ltd.,cache,Automotive,,Nasdaq,False,,,,,,,True,,,,,,,,False,,,812,,3711,Motor Vehicles & Passenger Car Bodies,,,False,VFS
0001878057,,,,,,,,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Entertainment,CTRL_CAND_0090,excluded_insufficient_pre_financials,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,,MEDIUM,Super Group (SGHC) Ltd,cache,Gaming & Entertainment,,NYSE,False,,,,,,,True,,,,,,,,False,,,820,,7990,Services-Miscellaneous Amusement & Recreation,,,False,SGHC
0001316835,0.2539999727928178,0.018823686175824018,0.04640632384005301,0.059863922444702254,3249490000.0,,7280431000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/eT/cir3,cc,nc/ZNlEaxLrmuWEflDP-KwkyUROBrA.css?or=w",Home & Appliances,CTRL_CAND_0091,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.004337911487648831,HIGH,"Builders FirstSource, Inc.",cache,Home Improvement,0.2538715306094187,NYSE,True,0.0012702422386576702,0.17272095005677815,0.7461284693905813,False,21.90176389789742,22.708455900699263,False,0.8059277412124352,HIGH,1,0000106640,WHIRLPOOL CORP /DE/,0.002004979183941987,19,True,0.19547886421095595,0.057080421814965386,823,0.22650869676861457,5211,Retail-Lumber & Other Building Materials Dealers,Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,True,BLDR
0000056047,,0.065980133374341,0.06352597467326222,0.1966110564772843,6079097000.0,,2838399000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gS/cc,nc/_huiPba-9XiYDf9Vd8j9EoLtXL4.css?or=w; https://r.bing.com/rs/4f/f3/cir3,cc,nc/XKkf7PevzOVtzidRm3f9xWob0cM.css?or=w",Entertainment,CTRL_CAND_0092,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.004069189881326125,LOW,KIRBY CORP,cache,Gaming & Entertainment,0.5541321350851944,NYSE,True,,0.05780480225928292,,False,22.528122002157495,21.766505997768313,True,2.65,REVIEW,1,0001856031,Vivid Seats Inc.,-0.007325205140138616,20,True,0.07221888036547397,0.025634003461460678,824,0.1044023852890392,4400,Water Transportation,Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,KEX
0000350698,0.1600018525406812,0.0198517115788051,0.038018053874354404,-0.003917756226811592,10543300000.0,,21335700000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Automotive,CTRL_CAND_0093,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.0039835725057619535,HIGH,"AUTONATION, INC.",cache,Automotive,0.29991558620166364,NYSE,True,0.0004460885147316801,0.3135450949892349,,False,23.078756424035376,23.783647562984864,True,3.4,REVIEW,1,0001856437,Victoria's Secret & Co.,-0.00026984344396053595,20,True,0.005628883913929794,0.0017847343964244142,825,0.11674296976965952,5500,Retail-Auto Dealers & Gasoline Stations,Large-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,True,AN
0001653653,,0.038196218989745116,0.1762068871108421,0.08852868412071005,4114187000.0,,1856534000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gS/cc,nc/_huiPba-9XiYDf9Vd8j9EoLtXL4.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Entertainment,CTRL_CAND_0094,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.031314813838068126,LOW,"Red Rock Resorts, Inc.",cache,Gaming & Entertainment,0.12170496868518617,Nasdaq,True,,0.00431798554611154,0.8097808874511537,False,22.137707081689605,21.34197714544549,True,3.4,REVIEW,1,0001858985,On Holding AG,-0.007604852172657501,14,True,0.07196938149212051,0.020385980579403974,849,0.2301671977303335,7011,Hotels & Motels,Small-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,RRR
0000906553,,0.06543298748788802,0.14302617433239162,0.10033622311395987,6650145000.0,,,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/ez/cir3,cc,nc/ITQ79_h8jq-eoIeRkdWbxDW7IbQ.css?or=w",Entertainment,CTRL_CAND_0095,excluded_insufficient_pre_financials,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.037589706690605997,LOW,BOYD GAMING CORP,cache,Gaming & Entertainment,0.19025780640873244,NYSE,False,,0.003323386181805058,,False,22.617904495887736,,True,,,,,,-0.0015815003692847488,16,False,-0.05857957288356719,0.016023840964244907,864,0.23601048888825474,7011,Hotels & Motels,Unclassified,FY2019 revenue proxy; historical market cap not constructed,False,BYD
0001507079,0.41527106796597907,0.07108713008379584,0.0799386613362113,0.2182957265512062,2324309000.0,,2045456000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Home & Appliances,CTRL_CAND_0096,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,,HIGH,"Floor & Decor Holdings, Inc.",cache,Home Improvement,0.3288444006369205,NYSE,True,0.0012248478241354875,0.2503389179321682,0.6711555993630796,False,21.566688627510704,21.438886584469273,True,1.0871964088762889,LOW,1,0001050797,COLUMBIA SPORTSWEAR CO,-0.0012752154380400375,12,True,0.21536497975301794,0.04834538446112862,871,0.0,5211,Retail-Lumber & Other Building Materials Dealers,Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,True,FND
0001793659,,,,,,,,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/f3/cir3,cc,nc/XKkf7PevzOVtzidRm3f9xWob0cM.css?or=w",Entertainment,CTRL_CAND_0097,excluded_insufficient_pre_financials,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,,MEDIUM,"Rush Street Interactive, Inc.",cache,Gaming & Entertainment,,NYSE,False,,,,,,,True,,,,,,,,False,,,875,,7990,Services-Miscellaneous Amusement & Recreation,,,False,RSI
0000040211,,0.22334300384402503,,-0.005910976381338344,8285100000.0,,1393800000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/fd/cir3,cc,nc/WTKNvHzqziTEsCD58MJtjs7bzWc.css?or=w",Sports & Leisure,CTRL_CAND_0098,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.018225489131090754,MEDIUM,GATX CORP,cache,Sports & Outdoor,0.22149400731433538,NYSE,True,,,0.7785059926856647,False,22.83772455775813,21.055299666968693,False,0.553326961683958,HIGH,1,0000793952,"HARLEY-DAVIDSON, INC.",,20,True,-0.009816688268215246,-0.0014080922606406752,880,0.13583115500048407,4700,Transportation Services,Small-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,GATX
0001012019,0.2165103760681454,0.03597019285814106,0.041945307263658534,0.3221042079824854,3407329000.0,,5562298000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",Automotive,CTRL_CAND_0099,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.05330274828171861,HIGH,RUSH ENTERPRISES INC \TX\,cache,Automotive,0.3402938195871312,Nasdaq,True,-0.00407857269382199,0.38918460765015644,,False,21.949194536856805,22.439277169172637,True,1.191087168165296,LOW,1,0001616707,Wayfair Inc.,0.0005138405393381975,19,True,0.16850711499481852,0.03914286821132784,886,0.1511964069270176,5500,Retail-Auto Dealers & Gasoline Stations,Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,True,RUSHA
0000003453,,0.06846527941002,0.06879896821914407,0.048285061234616365,2845400000.0,,2203100000.0,NO_BNPL_EVIDENCE,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/ez/cir3,cc,nc/ITQ79_h8jq-eoIeRkdWbxDW7IbQ.css?or=w",Entertainment,CTRL_CAND_0100,preferred_control,SEC company_tickers_exchange.json + SEC submissions SIC,https://www.sec.gov/files/company_tickers_exchange.json; https://data.sec.gov/submissions/CIK##########.json,0.0074506220566528435,LOW,"Matson, Inc.",cache,Gaming & Entertainment,0.2831587825964715,NYSE,True,,,,False,21.76896949218134,21.513131296382795,True,0.9483196109055633,LOW,1,0001368458,"Sally Beauty Holdings, Inc.",-0.0021926669319843753,19,True,0.039768063675945875,0.013194382940170812,892,0.1093620406574248,4400,Water Transportation,Mid-scale revenue proxy,FY2019 revenue proxy; historical market cap not constructed,False,MATX
