CIK,bnpl_provider_if_any,candidate_company,evidence_result,evidence_summary,reliability,retrieved_at,search_query,source_date,source_name,source_type,source_url,ticker
0000940944,,DARDEN RESTAURANTS INC,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""DARDEN RESTAURANTS INC"" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22DARDEN+RESTAURANTS+INC%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,DRI
0001048695,,"F5, INC.",no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,FFIV
0001048695,,"F5, INC.",no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/eT/cir3,cc,nc/ZNlEaxLrmuWEflDP-KwkyUROBrA.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""F5, INC."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22F5%2C+INC.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,FFIV
0001874178,,"Rivian Automotive, Inc. / DE",no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,RIVN
0001874178,,"Rivian Automotive, Inc. / DE",no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fn/cir3,cc,nc/qYkYtW4ptUTHO5TVR_F3o3iRdIs.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""Rivian Automotive, Inc. / DE"" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22Rivian+Automotive%2C+Inc.+%2F+DE%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,RIVN
0000092380,,SOUTHWEST AIRLINES CO,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,LUV
0000092380,,SOUTHWEST AIRLINES CO,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gS/cc,nc/_huiPba-9XiYDf9Vd8j9EoLtXL4.css?or=w; https://r.bing.com/rs/4f/f3/cir3,cc,nc/XKkf7PevzOVtzidRm3f9xWob0cM.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""SOUTHWEST AIRLINES CO"" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22SOUTHWEST+AIRLINES+CO%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,LUV
0000746515,,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,EXPD
0000746515,,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""EXPEDITORS INTERNATIONAL OF WASHINGTON INC"" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22EXPEDITORS+INTERNATIONAL+OF+WASHINGTON+INC%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,EXPD
0000749098,,MAGNA INTERNATIONAL INC,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,MGA
0000749098,,MAGNA INTERNATIONAL INC,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""MAGNA INTERNATIONAL INC"" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22MAGNA+INTERNATIONAL+INC%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,MGA
0001375365,,"Super Micro Computer, Inc.",no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,SMCI
0001375365,,"Super Micro Computer, Inc.",no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/eJ/cir3,cc,nc/-ooVmxB9OlPzBcewmec-cfwYTQs.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""Super Micro Computer, Inc."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22Super+Micro+Computer%2C+Inc.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,SMCI
0001043277,,"C. H. ROBINSON WORLDWIDE, INC.",no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,CHRW
0001043277,,"C. H. ROBINSON WORLDWIDE, INC.",no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fd/cir3,cc,nc/WTKNvHzqziTEsCD58MJtjs7bzWc.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""C. H. ROBINSON WORLDWIDE, INC."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22C.+H.+ROBINSON+WORLDWIDE%2C+INC.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,CHRW
0001605484,,Stellantis N.V.,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,STLA
0001605484,,Stellantis N.V.,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""Stellantis N.V."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22Stellantis+N.V.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,STLA
0001673358,,"Yum China Holdings, Inc.",no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,YUMC
0001673358,,"Yum China Holdings, Inc.",no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/fd/cir3,cc,nc/WTKNvHzqziTEsCD58MJtjs7bzWc.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""Yum China Holdings, Inc."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22Yum+China+Holdings%2C+Inc.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,YUMC
0001584509,,Aramark,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,ARMK
0001584509,,Aramark,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/eT/cir3,cc,nc/ZNlEaxLrmuWEflDP-KwkyUROBrA.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""Aramark"" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22Aramark%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,ARMK
0001019849,,"PENSKE AUTOMOTIVE GROUP, INC.",no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,PAG
0001019849,,"PENSKE AUTOMOTIVE GROUP, INC.",no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""PENSKE AUTOMOTIVE GROUP, INC."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22PENSKE+AUTOMOTIVE+GROUP%2C+INC.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,PAG
0001206264,,SOMNIGROUP INTERNATIONAL INC.,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,SGI
0001206264,,SOMNIGROUP INTERNATIONAL INC.,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gS/cc,nc/_huiPba-9XiYDf9Vd8j9EoLtXL4.css?or=w; https://r.bing.com/rs/4f/eJ/cir3,cc,nc/-ooVmxB9OlPzBcewmec-cfwYTQs.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""SOMNIGROUP INTERNATIONAL INC."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22SOMNIGROUP+INTERNATIONAL+INC.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,SGI
0001289460,,"Texas Roadhouse, Inc.",no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,TXRH
0001289460,,"Texas Roadhouse, Inc.",no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gS/cc,nc/_huiPba-9XiYDf9Vd8j9EoLtXL4.css?or=w; https://r.bing.com/rs/4f/f3/cir3,cc,nc/XKkf7PevzOVtzidRm3f9xWob0cM.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""Texas Roadhouse, Inc."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22Texas+Roadhouse%2C+Inc.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,TXRH
0001319161,,Warner Music Group Corp.,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,WMG
0001319161,,Warner Music Group Corp.,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/eJ/cir3,cc,nc/-ooVmxB9OlPzBcewmec-cfwYTQs.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""Warner Music Group Corp."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22Warner+Music+Group+Corp.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,WMG
0001791706,,Li Auto Inc.,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,LI
0001791706,,Li Auto Inc.,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gM/cc,nc/rWljTRKHPYQiu_szhv9ApXQ-KpI.css?or=w; https://r.bing.com/rs/4f/f3/cir3,cc,nc/XKkf7PevzOVtzidRm3f9xWob0cM.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""Li Auto Inc."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22Li+Auto+Inc.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,LI
0001483994,,H World Group Ltd,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,HTHT
0001483994,,H World Group Ltd,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""H World Group Ltd"" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22H+World+Group+Ltd%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,HTHT
0000317540,,"Coca-Cola Consolidated, Inc.",no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,COKE
0000317540,,"Coca-Cola Consolidated, Inc.",no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/gS/cc,nc/_huiPba-9XiYDf9Vd8j9EoLtXL4.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""Coca-Cola Consolidated, Inc."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22Coca-Cola+Consolidated%2C+Inc.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,COKE
0001810997,,XPENG INC.,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,XPEV
0001810997,,XPENG INC.,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fd/cir3,cc,nc/WTKNvHzqziTEsCD58MJtjs7bzWc.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""XPENG INC."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22XPENG+INC.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,XPEV
0001521332,,Aptiv PLC,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,APTV
0001521332,,Aptiv PLC,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""Aptiv PLC"" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22Aptiv+PLC%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,APTV
0001883685,,DraftKings Inc.,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,DKNG
0001883685,,DraftKings Inc.,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/eJ/cir3,cc,nc/-ooVmxB9OlPzBcewmec-cfwYTQs.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""DraftKings Inc."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22DraftKings+Inc.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,DKNG
0001866581,,Dutch Bros Inc.,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,BROS
0001866581,,Dutch Bros Inc.,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/fG/cir3,cc,nc/5gFAL7Id0yWkqqPO1crOKHL1NzM.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""Dutch Bros Inc."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22Dutch+Bros+Inc.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,BROS
0001573516,,Murphy USA Inc.,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,MUSA
0001573516,,Murphy USA Inc.,no_relevant_evidence,"Search completed; no clear BNPL exposure signal detected in result text. Top links: https://r.bing.com/rs/4f/gg/cc,nc/-G_YKFrphkyl83D0HTgpMefXo7c.css?or=w; https://r.bing.com/rs/4f/h6/cc,nc/U6HOq0RcF4_oC2_ItiNCBhNzO24.css?or=w; https://r.bing.com/rs/4f/ez/cir3,cc,nc/ITQ79_h8jq-eoIeRkdWbxDW7IbQ.css?or=w",MEDIUM,2026-08-10T01:27:51.402911+00:00,"""Murphy USA Inc."" BNPL Affirm Klarna Afterpay Zip Sezzle ""buy now pay later""",,Bing Search,web_search,https://www.bing.com/search?q=%22Murphy+USA+Inc.%22+BNPL+Affirm+Klarna+Afterpay+Zip+Sezzle+%22buy+now+pay+later%22,MUSA
0000067347,,MODINE MANUFACTURING CO,no_relevant_evidence,No exact CIK or canonical-name match in current BNPL merchant dataset.,HIGH,2026-08-10T01:27:51.402911+00:00,current BNPL merchant dataset exact CIK/canonical-name check,,BNPL merchant and ownership files,internal_dataset,/Users/augustliu/Desktop/Research_On_Merchant_Side_Effect_Of_BNPL/data/merchant_ownership/merchant_ownership_rows.json,MOD
