merchant_id,merchant_name,provider,source_type,source_name,source_url,source_date,archived_url_if_applicable,wayback_snapshot_date,evidence_direction,evidence_text,interpretation,reliability_tier,retrieved_at
M0018,Bath & Body Works,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/store/11325fd0-d238-4ca3-9e9e-a3a963ed4335/bath-body-works/pay-with-klarna/,,https://web.archive.org/web/20241218173755/https://www.klarna.com/us/store/11325fd0-d238-4ca3-9e9e-a3a963ed4335/bath-body-works/pay-with-klarna/,2024-12-18,supports_bnpl_present,Provider-specific URL first archived on 2024-12-18: https://www.klarna.com/us/store/11325fd0-d238-4ca3-9e9e-a3a963ed4335/bath-body-works/pay-with-klarna/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0018,Bath & Body Works,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/10/Health-Beauty/,,,,supports_bnpl_present,Compare Health & Beauty Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Health & Bea,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0018,Bath & Body Works,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/shopping/t/10/Health-Beauty/,,https://web.archive.org/web/20220917161909/https://www.klarna.com/us/shopping/t/10/Health-Beauty/,2022-09-17,supports_bnpl_present,Provider-specific URL first archived on 2022-09-17: https://www.klarna.com/us/shopping/t/10/Health-Beauty/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0018,Bath & Body Works,Klarna,current_webpage_error,www.bathandbodyworks.com,https://www.bathandbodyworks.com,,,,inconclusive,"URLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010)'))",Technical error; not interpreted as evidence of BNPL absence.,technical_log,2026-08-09T21:28:28+00:00
M0018,Bath & Body Works,Sezzle,current_provider_or_merchant_page,sezzle.com,https://sezzle.com/shop/bed-and-bath/,2026-08-06,,,supports_bnpl_present,Buy Now Pay Later for Bed & Bath with Sezzle Shop Women Activewear Clothing Jewelry & Accessories Shoes Swimwear Men Clothing Jewe,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0018,Bath & Body Works,Sezzle,current_provider_or_merchant_page,sezzle.com,https://sezzle.com/shop/self-care/,2026-08-06,,,supports_bnpl_present,Buy Now Pay Later for Self Care with Sezzle Shop Women Activewear Clothing Jewelry & Accessories Shoes Swimwear Men Clothing Jewel,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0018,Bath & Body Works,Sezzle,current_webpage_error,www.bathandbodyworks.com,https://www.bathandbodyworks.com,,,,inconclusive,"URLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010)'))",Technical error; not interpreted as evidence of BNPL absence.,technical_log,2026-08-09T21:28:28+00:00
M0019,Best Buy,Affirm,current_provider_or_merchant_page,www.affirm.com,https://www.affirm.com/shopping/electronics,2026-08-07,,,supports_bnpl_present,"Buy now pay later electronics - Laptop, iPhone financing | Affirm We're glad you're here! Would you like to see what Affirm offers","Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0019,Best Buy,Affirm,wayback_cdx_provider_directory,Internet Archive CDX,https://www.affirm.com/shopping/electronics,,https://web.archive.org/web/20201129081111/https://www.affirm.com/shopping/electronics,2020-11-29,supports_bnpl_present,Provider-specific URL first archived on 2020-11-29: https://www.affirm.com/shopping/electronics,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0019,Best Buy,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/store/93432633-812a-4660-b781-61456659e705/best-buy/pay-with-klarna/,,,,supports_bnpl_present,Buy now pay later at Best Buy - Pay in 4 | Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0019,Best Buy,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/store/93432633-812a-4660-b781-61456659e705/best-buy/pay-with-klarna/,,https://web.archive.org/web/20241218174101/https://www.klarna.com/us/store/93432633-812a-4660-b781-61456659e705/best-buy/pay-with-klarna/,2024-12-18,supports_bnpl_present,Provider-specific URL first archived on 2024-12-18: https://www.klarna.com/us/store/93432633-812a-4660-b781-61456659e705/best-buy/pay-with-klarna/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0019,Best Buy,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/1/TV-Audio/,,,,supports_bnpl_present,Compare TV & Audio Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / TV & Audio T,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0019,Best Buy,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/shopping/t/1/TV-Audio/,,https://web.archive.org/web/20221002221314/https://www.klarna.com/us/shopping/t/1/TV-Audio/,2022-10-02,supports_bnpl_present,Provider-specific URL first archived on 2022-10-02: https://www.klarna.com/us/shopping/t/1/TV-Audio/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0019,Best Buy,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/17/Photography/,,,,supports_bnpl_present,Compare Photography Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Photography,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0019,Best Buy,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/shopping/t/17/Photography/,,https://web.archive.org/web/20220924102034/https://www.klarna.com/us/shopping/t/17/Photography/,2022-09-24,supports_bnpl_present,Provider-specific URL first archived on 2022-09-24: https://www.klarna.com/us/shopping/t/17/Photography/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0019,Best Buy,Zip,current_provider_or_merchant_page,zip.co,https://zip.co/us/shop/appliances-electronics,,,,supports_bnpl_present,"Buy Now, Pay Later Electronics | Zip Skip to main content Customers Business For Business How it works Shop stores Shop categories Insights Help Products Solutions","Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0019,Best Buy,Zip,current_external_bnpl_page,zip.co,https://zip.co/us/shop/appliances-electronics,,,,supports_bnpl_present,".S. purchases, and certain merchant, product, goods and service restrictions apply. All loans subject to credit approval. © 2026 'Quadpay', 'Zip', the 'Q Logo' and 'Zip' Logos, and all tag lines used in conjunction therewith including 'Any Store Split in 4' an",Current page mentions a BNPL-like provider outside the five-platform sample; timing still requires review.,Tier 2,2026-08-09T21:28:28+00:00
M0019,Best Buy,Zip,wayback_cdx_provider_directory,Internet Archive CDX,https://zip.co/us/shop/appliances-electronics,,https://web.archive.org/web/20210921224524/https://zip.co/us/shop/appliances-electronics,2021-09-21,supports_bnpl_present,Provider-specific URL first archived on 2021-09-21: https://zip.co/us/shop/appliances-electronics,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0019,Best Buy,Zip,current_provider_or_merchant_page,zip.co,https://zip.co/us/shop/phones,,,,supports_bnpl_present,"Buy Now, Pay Later Phones | Zip Skip to main content Customers Business For Business How it works Shop stores Shop categories Insights Help Products Solutions","Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0019,Best Buy,Zip,current_external_bnpl_page,zip.co,https://zip.co/us/shop/phones,,,,supports_bnpl_present,".S. purchases, and certain merchant, product, goods and service restrictions apply. All loans subject to credit approval. © 2026 'Quadpay', 'Zip', the 'Q Logo' and 'Zip' Logos, and all tag lines used in conjunction therewith including 'Any Store Split in 4' an",Current page mentions a BNPL-like provider outside the five-platform sample; timing still requires review.,Tier 2,2026-08-09T21:28:28+00:00
M0019,Best Buy,Zip,wayback_cdx_provider_directory,Internet Archive CDX,https://zip.co/us/shop/phones,,https://web.archive.org/web/20220625140916/https://zip.co/us/shop/phones,2022-06-25,supports_bnpl_present,Provider-specific URL first archived on 2022-06-25: https://zip.co/us/shop/phones,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0019,Best Buy,Zip,current_provider_or_merchant_page,zip.co,https://zip.co/us/shop/shop-all,,,,supports_bnpl_present,"Buy Now, Pay Later Clothing, Shoes, Electronics | Zip Skip to main content Customers Business For Business How it works Shop stores Shop categories Insights Help Products Solutions","Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0019,Best Buy,Zip,current_external_bnpl_page,zip.co,https://zip.co/us/shop/shop-all,,,,supports_bnpl_present,".S. purchases, and certain merchant, product, goods and service restrictions apply. All loans subject to credit approval. © 2026 'Quadpay', 'Zip', the 'Q Logo' and 'Zip' Logos, and all tag lines used in conjunction therewith including 'Any Store Split in 4' an",Current page mentions a BNPL-like provider outside the five-platform sample; timing still requires review.,Tier 2,2026-08-09T21:28:28+00:00
M0019,Best Buy,Zip,wayback_cdx_provider_directory,Internet Archive CDX,https://zip.co/us/shop/shop-all,,https://web.archive.org/web/20210921002020/https://zip.co/us/shop/shop-all,2021-09-21,supports_bnpl_present,Provider-specific URL first archived on 2021-09-21: https://zip.co/us/shop/shop-all,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0020,Birkenstock,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/store/9e578d87-292c-4f2d-a0b8-16e5a96c709a/birkenstock/pay-with-klarna/,,,,supports_bnpl_present,Buy now pay later at Birkenstock - Pay in 4 | Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Kla,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0020,Birkenstock,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,,,,supports_bnpl_present,Compare Clothing & Accessories Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Clothing & A,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0020,Birkenstock,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,,https://web.archive.org/web/20220924101952/https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,2022-09-24,supports_bnpl_present,Provider-specific URL first archived on 2022-09-24: https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0021,BJ's Wholesale Club,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/store/ca403901-7d2f-4a17-9fce-c5204c549db0/bj-s-wholesale-club/pay-with-klarna/,,,,supports_bnpl_present,Buy now pay later at BJ's Wholesale Club - Pay in 4 | Klarna For shoppers For business Discover Klarna Shop App Help Show more Sig,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0021,BJ's Wholesale Club,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/,,,,supports_bnpl_present,Compare Kitchen Appliances Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Home & Appli,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0021,BJ's Wholesale Club,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/1424/Garden-Patio/,,,,supports_bnpl_present,Compare Garden & Patio Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Garden & Pat,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0022,Buckle,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/store/5ede8350-fa52-405c-babb-7abd1b092202/buckle/pay-with-klarna/,,,,supports_bnpl_present,Buy now pay later at Buckle - Pay in 4 | Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna ∕,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0022,Buckle,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,,,,supports_bnpl_present,Compare Clothing & Accessories Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Clothing & A,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0022,Buckle,Klarna,wayback_cdx_provider_directory,Internet Archive CDX,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,,https://web.archive.org/web/20220924101952/https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,2022-09-24,supports_bnpl_present,Provider-specific URL first archived on 2022-09-24: https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0022,Buckle,Afterpay,current_provider_or_merchant_page,www.afterpay.com,https://www.afterpay.com/en-US/categories/mens-clothing,,,,supports_bnpl_present,Men's clothing on Afterpay - Buy now pay later with Afterpay How Afterpay works All Categories For retailers Get the app Get $15 off No suggestions,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0022,Buckle,Afterpay,wayback_cdx_provider_directory,Internet Archive CDX,https://www.afterpay.com/en-US/categories/mens-clothing,,https://web.archive.org/web/20260226210648/https://www.afterpay.com/en-US/categories/mens-clothing,2026-02-26,supports_bnpl_present,Provider-specific URL first archived on 2026-02-26: https://www.afterpay.com/en-US/categories/mens-clothing,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0022,Buckle,Afterpay,current_provider_or_merchant_page,www.afterpay.com,https://www.afterpay.com/en-US/categories/womens-clothing,,,,supports_bnpl_present,Fashion on Afterpay - Buy now pay later with Afterpay How Afterpay works All Categories For retailers Get the app Get $15 off No suggestions,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0022,Buckle,Afterpay,wayback_cdx_provider_directory,Internet Archive CDX,https://www.afterpay.com/en-US/categories/womens-clothing,,https://web.archive.org/web/20251127160840/https://www.afterpay.com/en-US/categories/womens-clothing,2025-11-27,supports_bnpl_present,Provider-specific URL first archived on 2025-11-27: https://www.afterpay.com/en-US/categories/womens-clothing,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0023,Priceline,Affirm,current_provider_or_merchant_page,www.affirm.com,https://www.affirm.com/shopping/travel,2026-08-07,,,supports_bnpl_present,"Flights, travel, and vacation payment plans - travel financing | Affirm We're glad you're here! Would you like to see what Affirm offers in your region? Go to the page Stay here Skip to main cont","Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0023,Priceline,Affirm,wayback_cdx_provider_directory,Internet Archive CDX,https://www.affirm.com/shopping/travel,,https://web.archive.org/web/20201129065824/https://www.affirm.com/shopping/travel,2020-11-29,supports_bnpl_present,Provider-specific URL first archived on 2020-11-29: https://www.affirm.com/shopping/travel,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0023,Priceline,Afterpay,current_provider_or_merchant_page,www.afterpay.com,https://www.afterpay.com/en-US/categories/tickets,,,,supports_bnpl_present,Entertainment on Afterpay - Buy now pay later with Afterpay How Afterpay works All Categories For retailers Get the app Get $15 off No suggestions,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0023,Priceline,Afterpay,current_provider_or_merchant_page,www.afterpay.com,https://www.afterpay.com/en-US/categories/travel,,,,supports_bnpl_present,Travel on Afterpay - Buy now pay later with Afterpay How Afterpay works All Categories For retailers Get the app Get $15 off No suggestions,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0023,Priceline,Afterpay,current_provider_or_merchant_page,afterpay.travelweb.com,https://afterpay.travelweb.com,,,,supports_bnpl_present,"Afterpay | Great savings on Hotels! Book your dream trip today, pay for it later. Learn more here Hotel and Car Bookings Made Flex","Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 1,2026-08-09T21:28:28+00:00
M0023,Priceline,Zip,current_provider_or_merchant_page,zip.co,https://zip.co/us/shop/flights,,,,supports_bnpl_present,"Buy Now, Pay Later Flights | Zip Skip to main content Customers Business For Business How it works Shop stores Shop categories Insights Help Products Solutions","Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0023,Priceline,Zip,current_external_bnpl_page,zip.co,https://zip.co/us/shop/flights,,,,supports_bnpl_present,".S. purchases, and certain merchant, product, goods and service restrictions apply. All loans subject to credit approval. © 2026 'Quadpay', 'Zip', the 'Q Logo' and 'Zip' Logos, and all tag lines used in conjunction therewith including 'Any Store Split in 4' an",Current page mentions a BNPL-like provider outside the five-platform sample; timing still requires review.,Tier 2,2026-08-09T21:28:28+00:00
M0023,Priceline,Zip,current_provider_or_merchant_page,zip.co,https://zip.co/us/shop/hotels,,,,supports_bnpl_present,"Buy Now, Pay Later Hotels | Zip Skip to main content Customers Business For Business How it works Shop stores Shop categories Insights Help Products Solutions","Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0023,Priceline,Zip,current_external_bnpl_page,zip.co,https://zip.co/us/shop/hotels,,,,supports_bnpl_present,".S. purchases, and certain merchant, product, goods and service restrictions apply. All loans subject to credit approval. © 2026 'Quadpay', 'Zip', the 'Q Logo' and 'Zip' Logos, and all tag lines used in conjunction therewith including 'Any Store Split in 4' an",Current page mentions a BNPL-like provider outside the five-platform sample; timing still requires review.,Tier 2,2026-08-09T21:28:28+00:00
M0023,Priceline,Zip,wayback_cdx_provider_directory,Internet Archive CDX,https://zip.co/us/shop/hotels,,https://web.archive.org/web/20220625144641/https://zip.co/us/shop/hotels,2022-06-25,supports_bnpl_present,Provider-specific URL first archived on 2022-06-25: https://zip.co/us/shop/hotels,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0023,Priceline,Zip,current_provider_or_merchant_page,zip.co,https://zip.co/us/shop/travel-entertainment,,,,supports_bnpl_present,Buy Now Pay Later for Travel | Zip Skip to main content Customers Business For Business How it works Shop stores Shop categories I,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0023,Priceline,Zip,current_external_bnpl_page,zip.co,https://zip.co/us/shop/travel-entertainment,,,,supports_bnpl_present,".S. purchases, and certain merchant, product, goods and service restrictions apply. All loans subject to credit approval. © 2026 'Quadpay', 'Zip', the 'Q Logo' and 'Zip' Logos, and all tag lines used in conjunction therewith including 'Any Store Split in 4' an",Current page mentions a BNPL-like provider outside the five-platform sample; timing still requires review.,Tier 2,2026-08-09T21:28:28+00:00
M0023,Priceline,Zip,wayback_cdx_provider_directory,Internet Archive CDX,https://zip.co/us/shop/travel-entertainment,,https://web.archive.org/web/20210921222020/https://zip.co/us/shop/travel-entertainment,2021-09-21,supports_bnpl_present,Provider-specific URL first archived on 2021-09-21: https://zip.co/us/shop/travel-entertainment,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0024,Bob's Discount Furniture,Affirm,current_provider_or_merchant_page,www.affirm.com,https://www.affirm.com/shopping/home-and-furniture,2026-08-07,,,supports_bnpl_present,Furniture & mattress financing - buy now pay later | Affirm We're glad you're here! Would you like to see what Affirm offers in your region? Go to the page Stay he,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0024,Bob's Discount Furniture,Affirm,wayback_cdx_provider_directory,Internet Archive CDX,https://www.affirm.com/shopping/home-and-furniture,,https://web.archive.org/web/20201129073945/https://www.affirm.com/shopping/home-and-furniture,2020-11-29,supports_bnpl_present,Provider-specific URL first archived on 2020-11-29: https://www.affirm.com/shopping/home-and-furniture,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0024,Bob's Discount Furniture,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/store/7a5e3484-87ea-4d90-b7b5-762b6414a151/bob-s-discount-furniture/pay-with-klarna/,,,,supports_bnpl_present,Buy now pay later at Bob's Discount Furniture - Pay in 4 | Klarna For shoppers For business Discover Klarna Shop App Help Show mor,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0024,Bob's Discount Furniture,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/,,,,supports_bnpl_present,Compare Kitchen Appliances Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Home & Appli,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0024,Bob's Discount Furniture,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/1424/Garden-Patio/,,,,supports_bnpl_present,Compare Garden & Patio Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / Garden & Pat,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0024,Bob's Discount Furniture,Sezzle,current_provider_or_merchant_page,sezzle.com,https://sezzle.com/shop/bed-and-bath/,2026-08-06,,,supports_bnpl_present,Buy Now Pay Later for Bed & Bath with Sezzle Shop Women Activewear Clothing Jewelry & Accessories Shoes Swimwear Men Clothing Jewe,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0024,Bob's Discount Furniture,Sezzle,current_provider_or_merchant_page,sezzle.com,https://sezzle.com/shop/furniture-and-decor/,2026-08-06,,,supports_bnpl_present,Buy Now Pay Later for Furniture & Decor with Sezzle Shop Women Activewear Clothing Jewelry & Accessories Shoes Swimwear Men Clothi,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0024,Bob's Discount Furniture,Sezzle,current_provider_or_merchant_page,sezzle.com,https://sezzle.com/shop/outdoor-and-seasonal/,2026-08-06,,,supports_bnpl_present,Buy Now Pay Later for Outdoor & Seasonal with Sezzle Shop Women Activewear Clothing Jewelry & Accessories Shoes Swimwear Men Cloth,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0025,Brilliant Earth,Affirm,current_provider_or_merchant_page,www.affirm.com,https://www.affirm.com/shopping/accessories,2026-08-07,,,supports_bnpl_present,Financing jewelry and watches - buy now pay later accessories | Affirm We're glad you're here! Would you like to see what Affirm offers in your region? Go to the,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0026,Burlington,Sezzle,current_provider_or_merchant_page,sezzle.com,https://sezzle.com/shop/bed-and-bath/,2026-08-06,,,supports_bnpl_present,Buy Now Pay Later for Bed & Bath with Sezzle Shop Women Activewear Clothing Jewelry & Accessories Shoes Swimwear Men Clothing Jewe,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0026,Burlington,Sezzle,current_provider_or_merchant_page,sezzle.com,https://sezzle.com/shop/cosmetics/,2026-08-06,,,supports_bnpl_present,Buy Now Pay Later at cosmetics | Pay in 4 Shop Women Activewear Clothing Jewelry & Accessories Shoes Swimwear Men Clothing Jewelry,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0026,Burlington,Sezzle,wayback_cdx_provider_directory,Internet Archive CDX,https://sezzle.com/shop/cosmetics/,,https://web.archive.org/web/20241003163243/https://sezzle.com/shop/cosmetics/,2024-10-03,supports_bnpl_present,Provider-specific URL first archived on 2024-10-03: https://sezzle.com/shop/cosmetics/,Provider-directory/listing URL observed in Wayback. Not used as exact adoption date without operational launch evidence.,Tier 4,2026-08-09T21:28:28+00:00
M0026,Burlington,Sezzle,current_provider_or_merchant_page,sezzle.com,https://sezzle.com/shop/furniture-and-decor/,2026-08-06,,,supports_bnpl_present,Buy Now Pay Later for Furniture & Decor with Sezzle Shop Women Activewear Clothing Jewelry & Accessories Shoes Swimwear Men Clothi,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0027,Canon,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/store/497061c2-dbec-4ea9-ab74-21d0598809b5/canon/pay-with-klarna/,,,,supports_bnpl_present,Buy now pay later at Canon - Pay in 4 | Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna ∕,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
M0027,Canon,Klarna,current_provider_or_merchant_page,www.klarna.com,https://www.klarna.com/us/shopping/t/1/TV-Audio/,,,,supports_bnpl_present,Compare TV & Audio Prices on Klarna For shoppers For business Discover Klarna Shop App Help Show more Sign in Klarna / Shopping / All categories / TV & Audio T,"Current page supports that this provider is presently associated with the merchant, but current listing is not treated as adoption date.",Tier 4,2026-08-09T21:28:28+00:00
